Mean,Variance,Skewness,Kurtosis,Power_Delta,Power_Theta,Power_Alpha,Power_Beta,Theta_Alpha_Ratio,Spectral_Entropy,Rolling_Var,Delta_diff,Theta_diff,Alpha_diff,Beta_diff,Delta_Theta_ratio,Alpha_Beta_ratio,Rolling_Mean_Delta,Rolling_Mean_Theta,Label
0.0,1.0,-0.2070828042697602,0.9126842210920834,0.5674252425854365,0.12927221249239834,0.02758067455188123,0.11352403460515374,4.686887746762324,0.49480462388043217,0.06702250724575849,-0.061234278574683665,-0.07050381963997226,0.018416899203356034,0.0793419221006187,4.389348973738877,0.24294795106478778,0.6706691769287713,0.1261068587209335,0
9.25185853854297e-18,0.9999999999999999,-0.17974793252874824,0.5099420563120018,0.5125266045635691,0.12085944129349682,0.03784596663755264,0.16071635038394544,3.1933719405025522,0.5252286137337354,0.044137262729673825,-0.05489863802186734,-0.00841277119890152,0.010265292085671406,0.047192315778791696,4.240648131665782,0.2354815242233684,0.6431512439118603,0.1337287766617447,0
7.401486830834377e-18,1.0,1.9573423782150232,10.55993097310156,0.4597799052803918,0.09403870553601767,0.026720140966078228,0.11315663602186042,3.5192623569254504,0.4590960057867357,0.3018633639744094,-0.05274669928317732,-0.026820735757479147,-0.01112582567147441,-0.04755971436208502,4.889210388948888,0.23613201817786544,0.5815199731662497,0.13975387990204005,0
1.4802973661668754e-17,1.0000000000000002,0.4513235783736124,1.7428476882566315,0.4358541422479044,0.13237535783947513,0.03703191255320634,0.2473241418206229,3.574532725431393,0.5744143465935329,0.035570757238162186,-0.02392576303248739,0.03833665230345745,0.010311771587128114,0.13416750579876247,3.2925376506916635,0.14972967277246896,0.5208490831674844,0.13526434985875171,0
-2.2204460492503132e-17,1.0,-0.20215999314593283,1.3774905620311353,0.4640455823081607,0.16516548186834407,0.039895905943077986,0.21575969590117855,4.139806783613501,0.5653779906339119,0.038354590495099546,0.028191440060256256,0.03279012402886894,0.002863993389871644,-0.03156444591944435,2.809562673121876,0.18490812599784567,0.48792629539709254,0.1283422398059464,0
-2.0354088784794535e-17,0.9999999999999998,0.08326639798418348,0.9532959833695451,0.4977093580796576,0.150786657631788,0.04433514293182443,0.21680872478530583,3.4009872681900237,0.5560148968552858,0.03727691572900334,0.03366377577149693,-0.014378824236556065,0.004439236988746445,0.0010490288841272788,3.3007300855818453,0.20448871920171924,0.4739831184959368,0.13264512883382434,0
-7.401486830834377e-18,0.9999999999999999,0.012126029002177886,1.0619743598469595,0.42742561724327127,0.1480123167892688,0.060259065654790264,0.18008672974885725,2.4562256144422707,0.5498393122173642,0.04004863621687777,-0.07028374083638633,-0.0027743408425192073,0.015923922722965833,-0.036721995036448574,2.887751092368334,0.3346095024842893,0.45696292103187713,0.13807570393297872,0
-9.714451465470119e-18,0.9999999999999999,-1.2078064906995314,6.110695362029611,0.48024273447110366,0.06910763511860002,0.012946252747967435,0.06994048948230136,5.337629261114803,0.3859026897407142,0.30070260234807,0.05281711722783239,-0.07890468167066877,-0.04731281290682283,-0.1101462402665559,6.94909881589964,0.18510118734665315,0.46105548687001957,0.1330894898494952,0
3.7007434154171884e-18,1.0,0.04218564862336039,1.2714824668521079,0.4750167451280461,0.15247415587927113,0.03426846634210589,0.21623218683662535,4.449271382202138,0.5560889556351168,0.03636500034528187,-0.005225989343057569,0.08336652076067111,0.021322213594138453,0.14629169735432399,3.1153714347021975,0.1584792179379818,0.46888800744604786,0.1371092494574544,0
-2.0354088784794535e-17,1.0,0.1796755368745816,0.07198719943662013,0.4995157075986564,0.15422368254169327,0.029530371928339304,0.19162720493503485,5.222367688027897,0.5247671393933375,0.013355614155617665,0.024498962470610286,0.0017495266624221462,-0.004738094413766585,-0.024604981901590495,3.2388830332888947,0.15410242943282065,0.47598203250414706,0.13492088959212423,0
-5.551115123125783e-18,1.0,0.7112219302437252,2.730434710855766,0.5748918082135441,0.11436202290211267,0.024507606598426882,0.11721890760716007,4.666198481861191,0.4879706247249236,0.12068183834372528,0.07537610061488775,-0.039861659639580604,-0.005022765329912422,-0.07440829732787478,5.0269028714431085,0.20907375802205375,0.49141852253092433,0.1276359626461892,0
0.0,0.9999999999999999,2.386123219692407,13.762963995579003,0.5659596141821452,0.028077865770001226,0.016090309787184537,0.04780017316237595,1.7449086582350828,0.33599116528151196,0.4232332203268529,-0.008932194031398888,-0.08628415713211145,-0.008417296811242345,-0.06941873444478412,20.156071075591758,0.3366090981183101,0.5191253219186992,0.10364907244233565,0
1.0177044392397268e-17,1.0,0.1659000522031461,-0.04228751214036164,0.47278463774400264,0.12835307669247348,0.03247740577984954,0.21535156591661586,3.951951261478084,0.532289749841545,0.015387455266869455,-0.0931749764381426,0.10027521092247225,0.016387095992665003,0.16755139275423991,3.683440759554201,0.15081039615949937,0.5176337025732789,0.11549816075711035,0
